Site;Substrate;Habitat;Station;Latitude;Longitude;Order;Family;Genus;Species;SR;MaxN;LengthType;Length;lwa;lwb;commentLWab;Biomassg;Size_max;Size_max_type;Diets;TrophicG;Size_Class_PNAS;Home_Range;Activity;Schooling;Level_water;Depth
Capel;Seamount;Summit50;SM01304;-25.03993903;159.534729;Perciformes;Acanthuridae;Naso;Naso_hexacanthus;1;1;FL;55.5173;0.020165194;2.955825192;Base_Traits_De_Vie;2889.53279424743;75;FL;PK;Planktonivore;S5;VMob;Day;LargeG;High;65
Capel;Seamount;Summit50;SM01304;-25.03993903;159.534729;Perciformes;Acanthuridae;Naso;Naso_maculatus;1;14;FL;54.6304;0.02276625;3.0044525;Fishbase_mean_Genus;52900.3571414455;60;TL;PK;Planktonivore;S5;VMob;Day;SmallG;Low;65
Capel;Seamount;Summit50;SM01304;-25.03993903;159.534729;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;73.5;0.021992;2.9532;Base_Traits_De_Vie;7141.41870322255;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;65
Capel;Seamount;Summit50;SM01304;-25.03993903;159.534729;Perciformes;Serranidae;Variola;Variola_louti;1;1;FL;46.552588233815;0.013898;3.045626;Fishbase;1670.64974360442;83;TL;FC;Piscivore;S5;Mob;Day;Sol;Bottom;65
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;67.45582982066;0.0171375;3.01049625;Fishbase;5497.98791945824;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Labridae;Bodianus;Bodianus_perditio;1;1;FL;47.2782206994986;0.014075;3.105875;Fishbase;2237.3633565036;80;SL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Carangidae;Carangoides;Carangoides_orthogrammus;1;2;FL;41.48;0.0184633333333333;2.99987333333333;Fishbase;2634.21624085504;75;TL;FC;Piscivore;S5;VMob;Both;SmallG;High;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;131.01683185134;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;78234.6138633694;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;1;FL;124.578178156162;0.0109;3.012;Fishbase;22330.4630036184;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Labridae;Coris;Coris_picta;1;1;FL;14.1420261296166;0.00733;3.199285;Fishbase_mean_Genus;35.1494547021793;25;TL;IM;Carnivore;S3;Mob;Day;MedG;Bottom;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Serranidae;Epinephelus;Epinephelus_cyanopodus;1;1;FL;73.5741;0.01105;3.11373;Fishbase;7175.29535160324;122;TL;FC;Piscivore;S6;Mob;Both;Sol;Bottom;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;5;FL;36.3718;0.0220275;2.829235;Fishbase;2868.83517495196;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;6;FL;45.686725;0.00657;3.27671;Fishbase;10823.4870089403;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Lethrinidae;Lethrinus;Lethrinus_obsoletus;1;1;FL;36.5928145683822;0.0178433333333333;3.02161;Fishbase;945.036139730289;50;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Lethrinidae;Lethrinus;Lethrinus_rubrioperculatus;1;2;FL;36.5928145683822;0.0225225;2.9620175;Fishbase;1925.09583520744;50;TL;IM;Carnivore;S4;VMob;Both;MedG;Bottom;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Acanthuridae;Naso;Naso_caesius;1;1;FL;36.6074;0.02276625;3.0044525;Fishbase_mean_Genus;1134.9061387607;45.6;SL;PK;Planktonivore;S4;VMob;Day;MedG;High;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Acanthuridae;Naso;Naso_hexacanthus;1;2;FL;54.7461;0.020165194;2.955825192;Base_Traits_De_Vie;5544.9871113953;75;FL;PK;Planktonivore;S5;VMob;Day;LargeG;High;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Tetraodontiformes;Balistidae;Odonus;Odonus_niger;1;1;FL;36.9431870593453;0.0119;3;Fishbase_Length_Converted;599.998325407769;50;TL;PK;Planktonivore;S4;VMob;Day;MedG;High;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Mullidae;Parupeneus;Parupeneus_pleurostigma;1;20;FL;14.5522;0.0291861111111111;3.04773111111111;Fishbase_mean_Genus;2044.09025900905;33;TL;IM;Carnivore;S4;Mob;Day;SmallG;Bottom;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;82.4539;0.021992;2.9532;Base_Traits_De_Vie;10028.1229330166;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;67
Capel;Seamount;Summit50;SM01305;-25.03658803;159.543434;Perciformes;Serranidae;Variola;Variola_louti;1;1;FL;44.2926;0.013898;3.045626;Fishbase;1435.69218570922;83;TL;FC;Piscivore;S5;Mob;Day;Sol;Bottom;67
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Perciformes;Acanthuridae;Acanthurus;Acanthurus_thompsoni;1;1;FL;10.4123;0.01533;3;Fishbase_Length_Converted;17.3054211342489;27;TL;PK;Planktonivore;S3;VMob;Day;MedG;Low;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;70.376;0.0171375;3.01049625;Fishbase;6246.14748901254;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Perciformes;Carangidae;Carangoides;Carangoides_orthogrammus;1;2;FL;43.0719;0.0184633333333333;2.99987333333333;Fishbase;2949.27451399314;75;TL;FC;Piscivore;S5;VMob;Both;SmallG;High;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;145.3577;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;109824.499617206;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Perciformes;Chaetodontidae;Chaetodon;Chaetodon_guentheri;1;1;FL;12.0100638312044;0.0364894117647059;2.95819647058824;Fishbase_mean_Genus;56.9736449417488;18;TL;IM;Carnivore;S3;Sed;Day;Pair;Bottom;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Tetraodontiformes;Diodontidae;Chilomycterus;Chilomycterus_reticulatus;1;1;FL;46.2368;0.0236;3.124;Fishbase_mean_Genus;3752.61313658825;55;TL;IM;Carnivore;S5;Mob;Both;Sol;Bottom;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Perciformes;Labridae;Choerodon;Choerodon_jordani;1;1;FL;10.749305115125;0.01512;3.12198;Fishbase_mean_Genus;25.0900046749989;17;TL;IM;Carnivore;S3;Mob;Day;Sol;Bottom;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Perciformes;Pomacentridae;Chrysiptera;Chrysiptera_tricincta;1;4;FL;6.71983333333333;0.028385292;2.963180359;Base_Traits_De_Vie;32.119281353443;6.71983333333333;FL;OM;Herbivore;S1;Sed;Day;Pair;Bottom;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Perciformes;Labridae;Coris;Coris_picta;1;6;FL;14.0159125;0.00733;3.199285;Fishbase_mean_Genus;204.938615995509;25;TL;IM;Carnivore;S3;Mob;Day;MedG;Bottom;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;1;FL;42.0915;0.0220275;2.829235;Fishbase;867.346961074785;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;4;FL;44.640625;0.00657;3.27671;Fishbase;6688.25806786504;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Tetraodontiformes;Balistidae;Odonus;Odonus_niger;1;1;FL;41.8496385451962;0.0119;3;Fishbase_Length_Converted;872.212076287979;50;TL;PK;Planktonivore;S4;VMob;Day;MedG;High;68
Capel;Seamount;Summit50;SM01306;-25.02825097;159.535805;Perciformes;Mullidae;Parupeneus;Parupeneus_pleurostigma;1;7;FL;12.6924714285714;0.0291861111111111;3.04773111111111;Fishbase_mean_Genus;471.61362223515;33;TL;IM;Carnivore;S4;Mob;Day;SmallG;Bottom;68
Capel;Seamount;Summit50;SM01307;-25.04878496;159.541386;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;2;FL;65.34095;0.0171375;3.01049625;Fishbase;9990.48189304998;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;67
Capel;Seamount;Summit50;SM01307;-25.04878496;159.541386;Perciformes;Labridae;Bodianus;Bodianus_perditio;1;1;FL;49.7993;0.014075;3.105875;Fishbase;2629.12738248813;80;SL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;67
Capel;Seamount;Summit50;SM01307;-25.04878496;159.541386;Perciformes;Pomacanthidae;Chaetodontoplus;Chaetodontoplus_conspicillatus;1;2;FL;23.0427;0.036657988;2.886816936;Base_Traits_De_Vie;628.902058451328;23.0427;FL;IS;Carnivore;S2;Sed;Day;Sol;Bottom;67
Capel;Seamount;Summit50;SM01307;-25.04878496;159.541386;Perciformes;Labridae;Choerodon;Choerodon_jordani;1;4;FL;8.3622;0.01512;3.12198;Fishbase_mean_Genus;45.8224276854492;17;TL;IM;Carnivore;S3;Mob;Day;Sol;Bottom;67
Capel;Seamount;Summit50;SM01307;-25.04878496;159.541386;Perciformes;Serranidae;Epinephelus;Epinephelus_cyanopodus;1;1;FL;66.1227;0.01105;3.11373;Fishbase;5145.6765787097;122;TL;FC;Piscivore;S6;Mob;Both;Sol;Bottom;67
Capel;Seamount;Summit50;SM01307;-25.04878496;159.541386;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;5;FL;37.27482;0.0220275;2.829235;Fishbase;3074.95738783291;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;67
Capel;Seamount;Summit50;SM01307;-25.04878496;159.541386;Perciformes;Labridae;Labroides;Labroides_dimidiatus;1;1;FL;11.0862386962381;0.00585;3.23093;Fishbase;13.8925050220756;14;TL;IM;Carnivore;S2;Sed;Day;Pair;Bottom;67
Capel;Seamount;Summit50;SM01307;-25.04878496;159.541386;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;3;FL;48.177;0.00657;3.27671;Fishbase;6439.68272503971;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;67
Capel;Seamount;Summit50;SM01307;-25.04878496;159.541386;Tetraodontiformes;Balistidae;Odonus;Odonus_niger;1;1;FL;32.4599;0.0119;3;Fishbase_Length_Converted;406.994456613776;50;TL;PK;Planktonivore;S4;VMob;Day;MedG;High;67
Capel;Seamount;Summit50;SM01307;-25.04878496;159.541386;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;1;FL;58.2219;0.033775;2.82325;Fishbase;3249.9408974516;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;67
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;68.5997;0.0171375;3.01049625;Fishbase;5783.47169226443;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;68
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Labridae;Bodianus;Bodianus_perditio;1;1;FL;41.5537;0.014075;3.105875;Fishbase;1498.4691477887;80;SL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;68
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Pomacanthidae;Chaetodontoplus;Chaetodontoplus_conspicillatus;1;1;FL;29.572;0.036657988;2.886816936;Base_Traits_De_Vie;646.147894010697;29.572;FL;IS;Carnivore;S2;Sed;Day;Sol;Bottom;68
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Labridae;Choerodon;Choerodon_jordani;1;1;FL;6.9985;0.01512;3.12198;Fishbase_mean_Genus;6.57113512479564;17;TL;IM;Carnivore;S3;Mob;Day;Sol;Bottom;68
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus_laboutei;1;1;FL;9.02523578182523;0.0196274285714286;2.96734228571429;Fishbase_mean_Family;13.4287621797783;12;TL;PK;Planktonivore;S2;Sed;Day;MedG;Low;68
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Labridae;Coris;Coris_picta;1;2;FL;13.5313;0.00733;3.199285;Fishbase_mean_Genus;61.0395798424021;25;TL;IM;Carnivore;S3;Mob;Day;MedG;Bottom;68
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Pomacentridae;Dascyllus;Dascyllus_melanurus;1;2;FL;8;0.047348;2.909368;Fishbase_mean_Genus;40.1562125090921;8;TL;PK;Planktonivore;S2;Sed;Day;MedG;Bottom;68
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Serranidae;Epinephelus;Epinephelus_cyanopodus;1;1;FL;71.2111;0.01105;3.11373;Fishbase;6481.79976080012;122;TL;FC;Piscivore;S6;Mob;Both;Sol;Bottom;68
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;2;FL;39.4159;0.0220275;2.829235;Fishbase;1440.53798058807;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;68
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;5;FL;42.95778;0.00657;3.27671;Fishbase;7371.22838187033;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;68
Capel;Seamount;Summit50;SM01308;-25.05541496;159.533909;Perciformes;Mullidae;Parupeneus;Parupeneus_pleurostigma;1;1;FL;15.9132;0.0291861111111111;3.04773111111111;Fishbase_mean_Genus;134.217769302892;33;TL;IM;Carnivore;S4;Mob;Day;SmallG;Bottom;68
Capel;Seamount;Summit50;SM01309;-25.05561302;159.524605;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;53.6755;0.0171375;3.01049625;Fishbase;2763.32474604811;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;66
Capel;Seamount;Summit50;SM01309;-25.05561302;159.524605;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;129.008908383331;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;74387.0551617243;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;66
Capel;Seamount;Summit50;SM01309;-25.05561302;159.524605;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;3;FL;39.0335333333333;0.0220275;2.829235;Fishbase;2102.02643939429;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;66
Capel;Seamount;Summit50;SM01309;-25.05561302;159.524605;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;4;FL;46.92745;0.00657;3.27671;Fishbase;7877.83319263877;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;66
Capel;Seamount;Summit50;SM01309;-25.05561302;159.524605;Perciformes;Acanthuridae;Naso;Naso_caesius;1;1;FL;38.9544338269121;0.02276625;3.0044525;Fishbase_mean_Genus;1367.86785889769;45.6;SL;PK;Planktonivore;S4;VMob;Day;MedG;High;66
Capel;Seamount;Summit50;SM01309;-25.05561302;159.524605;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;2;FL;55.4568;0.033775;2.82325;Fishbase;5665.59804502529;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;66
Capel;Seamount;Summit50;SM01310;-25.044076;159.523856;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;64.1234542116725;0.0171375;3.01049625;Fishbase;4720.25103222465;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;67
Capel;Seamount;Summit50;SM01310;-25.044076;159.523856;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;2;FL;134.3945;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;170029.688331879;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;67
Capel;Seamount;Summit50;SM01310;-25.044076;159.523856;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;2;FL;117.1038;0.0109;3.012;Fishbase;37067.4158010425;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;67
Capel;Seamount;Summit50;SM01310;-25.044076;159.523856;Perciformes;Serranidae;Epinephelus;Epinephelus_cyanopodus;1;1;FL;60.6908452805291;0.01105;3.11373;Fishbase;3940.274124354;122;TL;FC;Piscivore;S6;Mob;Both;Sol;Bottom;67
Capel;Seamount;Summit50;SM01310;-25.044076;159.523856;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;13;FL;35.9900333333333;0.0220275;2.829235;Fishbase;7239.58792762305;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;67
Capel;Seamount;Summit50;SM01310;-25.044076;159.523856;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;13;FL;42.870075;0.00657;3.27671;Fishbase;19037.2780219015;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;67
Capel;Seamount;Summit50;SM01310;-25.044076;159.523856;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;2;FL;50.07135;0.033775;2.82325;Fishbase;4246.10614786492;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;67
Capel;Seamount;Summit50;SM01310;-25.044076;159.523856;Perciformes;Carangidae;Pseudocaranx;Pseudocaranx_dentex;1;5;FL;49.46548;0.05398;2.787136;Fishbase;14238.1517816955;122;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;67
Capel;Seamount;Summit50;SM01310;-25.044076;159.523856;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;12;FL;57.2465571428571;0.021992;2.9532;Base_Traits_De_Vie;40966.7414626318;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;67
Capel;Seamount;Summit50;SM01310;-25.044076;159.523856;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna_mokarran;1;1;FL;166.941318203247;0.00191;3.16;Fishbase_Length_Converted;20152.7861660696;610;TL;FC;Piscivore;S6;VMob;Night;Sol;High;67
Argo;Seamount;Summit250;SM01402;-23.08139504;159.460723;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus_sceleratus;1;1;FL;23.2241319150137;0.018815;2.913995;Fishbase;179.822928397391;110;SL;IM;Carnivore;S6;VMob;Day;Sol;Low;312
Argo;Seamount;Summit250;SM01403;-23.08931703;159.456493;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus_sceleratus;1;4;FL;21.298425;0.018815;2.913995;Fishbase;558.93609315942;110;SL;IM;Carnivore;S6;VMob;Day;Sol;Low;312
Argo;Seamount;Summit250;SM01404;-23.09621802;159.467718;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;2;FL;60.78475;0.017515;2.908;Fishbase;5391.56611798492;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;305
Argo;Seamount;Summit250;SM01404;-23.09621802;159.467718;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;1;FL;54.1110691885003;0.031225;2.83725;Fishbase;2583.85701866266;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;305
Argo;Seamount;Summit250;SM01404;-23.09621802;159.467718;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus_sceleratus;1;3;FL;19.2085666666667;0.018815;2.913995;Fishbase;310.258273279927;110;SL;IM;Carnivore;S6;VMob;Day;Sol;Low;305
Argo;Seamount;Summit250;SM01405;-23.08540301;159.475316;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus_sceleratus;1;1;FL;23.3895687940795;0.018815;2.913995;Fishbase;183.581161365502;110;SL;IM;Carnivore;S6;VMob;Day;Sol;Low;308
Argo;Seamount;Summit250;SM01405;-23.08540301;159.475316;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;2;FL;29.9571;0.0150866666666667;3.107;Fishbase;1167.10001136428;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;308
Argo;Seamount;Summit250;SM01406;-23.09934204;159.449834;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus_sceleratus;1;3;FL;28.5373333333333;0.018815;2.913995;Fishbase;983.315337470759;110;SL;IM;Carnivore;S6;VMob;Day;Sol;Low;309
Argo;Seamount;Summit250;SM01406;-23.09934204;159.449834;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;1;FL;30.0196131646819;0.0150866666666667;3.107;Fishbase;587.341806227338;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;309
Argo;Seamount;Summit250;SM01407;-23.11073396;159.451515;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus_sceleratus;1;2;FL;23.75315;0.018815;2.913995;Fishbase;384.042200490858;110;SL;IM;Carnivore;S6;VMob;Day;Sol;Low;301
Argo;Seamount;Summit250;SM01407;-23.11073396;159.451515;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;2;FL;33.8292;0.0150866666666667;3.107;Fishbase;1702.67864164873;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;301
Argo;Seamount;Summit250;SM01407;-23.11073396;159.451515;Beryciformes;Holocentridae;Sargocentron;Sargocentron_rubrum;1;1;FL;32;0.10776;2.6462;Fishbase;1036.06130844958;32;TL;IM;Carnivore;S4;Mob;Night;Sol;Low;301
Argo;Seamount;Summit250;SM01409;-23.10517;159.46483;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus_sceleratus;1;5;FL;24.3637765433366;0.018815;2.913995;Fishbase;1033.81083592855;110;SL;IM;Carnivore;S6;VMob;Day;Sol;Low;301
Fairway;Seamount;Summit50;SM01601;-21.03697702;162.209365;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;65.4119110196841;0.0171375;3.01049625;Fishbase;5011.59038998315;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;63
Fairway;Seamount;Summit50;SM01601;-21.03697702;162.209365;Perciformes;Blenniidae;Aspidontus;Aspidontus_dussumieri;1;2;FL;12;0.0148855555555556;3.02411111111111;Fishbase_mean_Family;54.6209237512305;12;TL;OM;Herbivore;S2;Sed;Day;Sol;Low;63
Fairway;Seamount;Summit50;SM01601;-21.03697702;162.209365;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;115.91715;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;52450.8865368071;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;63
Fairway;Seamount;Summit50;SM01601;-21.03697702;162.209365;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus_bathyphilus;1;9;FL;7.6;0.0196274285714286;2.96734228571429;Fishbase_mean_Family;72.5740455873951;7.6;SL;PK;Planktonivore;S2;Sed;Day;MedG;Low;63
Fairway;Seamount;Summit50;SM01601;-21.03697702;162.209365;Perciformes;Scombridae;Grammatorcynus;Grammatorcynus_bilineatus;1;3;FL;40.5362915650309;0.008172789;3;Base_Traits_De_Vie;1633.14064144478;100;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;63
Fairway;Seamount;Summit50;SM01601;-21.03697702;162.209365;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;3;FL;47.2729857142857;0.022512539;3.000939294;Base_Traits_De_Vie;7160.73802181566;47.2729857142857;FL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;63
Fairway;Seamount;Summit50;SM01601;-21.03697702;162.209365;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_oblongus;1;1;FL;32.7164700898438;0.026125;2.79835375;Fishbase_mean_Genus;452.802322978657;35.8;SL;IM;Carnivore;S4;Mob;Night;Sol;Bottom;63
Fairway;Seamount;Summit50;SM01601;-21.03697702;162.209365;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;3;FL;35.06378;0.00657;3.27671;Fishbase;2273.7393743583;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;63
Fairway;Seamount;Summit50;SM01601;-21.03697702;162.209365;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;77.9498;0.021992;2.9532;Base_Traits_De_Vie;8495.18420453576;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;63
Fairway;Seamount;Summit50;SM01601;-21.03697702;162.209365;Tetraodontiformes;Balistidae;Sufflamen;Sufflamen_bursa;1;1;FL;21.717144216891;0.02162;3;Fishbase_Length_Converted;221.443958249375;25;TL;IM;Carnivore;S3;Sed;Day;Sol;Bottom;63
Fairway;Seamount;Summit50;SM01602;-21.05225598;162.299622;Tetraodontiformes;Balistidae;Abalistes;Abalistes_stellatus;1;1;FL;35.7689;0.053735;2.72575;Fishbase_mean_Genus;921.987642476781;60;TL;IM;Carnivore;S5;Sed;Day;Sol;Bottom;63
Fairway;Seamount;Summit50;SM01602;-21.05225598;162.299622;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;64.1957707012371;0.0171375;3.01049625;Fishbase;4736.29515128793;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;63
Fairway;Seamount;Summit50;SM01602;-21.05225598;162.299622;Perciformes;Carangidae;Carangoides;Carangoides_orthogrammus;1;1;FL;47.3435278447187;0.0184633333333333;2.99987333333333;Fishbase;1958.30242024153;75;TL;FC;Piscivore;S5;VMob;Both;SmallG;High;63
Fairway;Seamount;Summit50;SM01602;-21.05225598;162.299622;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;1;FL;144.5953;0.0109;3.012;Fishbase;34979.2809782748;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;63
Fairway;Seamount;Summit50;SM01602;-21.05225598;162.299622;Perciformes;Labridae;Choerodon;Choerodon_jordani;1;2;FL;11.3981;0.01512;3.12198;Fishbase_mean_Genus;60.2547930712656;17;TL;IM;Carnivore;S3;Mob;Day;Sol;Bottom;63
